p70p,pp2ap,ulk1757
0.21043134619005696,0.8585767694560721,0.7407666478101969
0.14178577064384196,0.8283282127314298,0.5794346084222161
0.24029837736255177,0.8892121165385305,0.7367739841905787
0.41483966196665517,0.7836556087026588,0.7811191368935612
0.32689978829098454,0.7305872149240038,0.9146537513587617
0.16749391216695733,0.9005799410815324,0.7960862987503012
0.3197198546008486,0.8014272487916784,0.6870398240372889
